curs
47.9566
47.5922
47.9404
48.1597
47.8866
48.0536
47.8083
47.8456
47.9532
48.0621
47.8294
47.7614
47.2369
47.4614
47.4464
47.4927
47.0992
47.3399
47.3338
46.4558
47.0103
47.3357
48.2556
48.9913
47.7022
47.817
47.2813
46.9244
46.5814
46.6562
46.3631
46.3798
46.496
46.5957
46.8151
46.628
46.5943
46.8358
46.873
47.36
47.4906
47.3505
47.4941
46.9907
46.9926
46.9208
46.3793
46.406
45.9796
46.0947
46.0696
46.1795
46.5585
46.5802
46.209
46.1656
45.8541
46.1813
46.2392
46.0564
45.7008
46.0389
45.8751
45.3454
45.4207
46.2197
46.0039
46.0277
46.0903
46.1538
45.8374
46.2425
46.0241
46.1901
46.0486
45.5788
45.7395
46.5354
46.8962
46.956
47.5066
47.3878
47.365
47.9326
48.0759
48.3579
48.3276
47.3154
46.9075
47.1267
47.6185
47.8182
47.8738
48.0141
47.5978
48.0104
48.1999
47.9225
48.7258
47.8172
46.6089
46.6374
46.9303
47.1975
46.1443
46.2416
46.6061
46.5942
46.4304
46.8805
47.0214
46.2485
45.434
46.937
47.3822
48.2114
48.3273
48.001
49.0645
49.2025
48.9761
48.4648
47.5055
47.5081
47.2776
47.0224
46.1177
46.3582
47.1965
47.0764
47.2186
48.301
48.9102
48.9844
47.9754
48.2656
49.6442
50.5506
51.3496
51.527
51.6404
51.8147
51.7598
53.1085
52.0253
52.0941
52.2227
52.7438
52.0068
52.2712
52.9126
52.044
52.707
53.6838
53.7876
53.9146
53.8526
53.9341
54.1102
53.6975
53.7964
54.2494
53.4193
52.7292
52.9327
53.0711
53.9807
54.3945
55.5008
55.1603
55.2846
55.3439
55.4798
55.8436
55.584
54.0508
53.762
53.5783
55.4598
56.0237
57.0457
57.8778
58.0729
59.0015
58.1076
56.3756
55.2537
55.2051
54.3698
54.203
53.9702
54.0791
53.8528
53.8115
53.3966
53.3445
53.9501
53.9482
53.6288
54.7259
54.6676
54.2906
54.2145
53.6499
53.4633
53.8326
53.8143
53.3832
53.2564
53.4667
53.5993
53.2926
53.5666
54.1271
54.2168
54.1401
53.7451
53.6969
54.4755
54.4366
53.9647
54.1714
53.5459
53.7898
53.5675
53.4422
53.1832
52.8783
52.8885
52.5891
53.0159
53.0489
52.8102
52.7219
52.2093
52.0108
51.6378
51.218
51.4424
51.4742
51.4441
51.2827
50.9634
50.681
50.1745
50.1136
51.0188
